,Player,Year,Draft pick,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Vertical (Max),Vertical (Max Reach),Vertical (No Step),Vertical (No Step Reach),Weight,Body Fat,Bench,Agility,Sprint,drafted or no,drafted_top10,Height (No Shoes)_zscore,Height (With Shoes)_zscore,Wingspan_zscore,Standing reach_zscore,Vertical (Max)_zscore,Vertical (Max Reach)_zscore,Vertical (No Step)_zscore,Vertical (No Step Reach)_zscore,Weight_zscore,Body Fat_zscore,Bench_zscore,Agility_zscore,Sprint_zscore
128,Darius Morris,2011,41.0,191.135,196.215,201.93,259.08,81.28,340.36,62.230000000000004,321.31,86.18248,5.3,12.0,11.0,3.2,1,0,-0.7183191240341469,-0.502992803836375,-0.7608783820473539,-0.2607167220801117,-0.9395801837799764,-1.0568604722666752,-1.7834970284809852,-1.4250307293496463,-1.0079127582336225,-0.7720058626151659,0.5111195532887332,-0.6123694168484509,-0.8125178821435768
129,Malcolm Lee,2011,43.0,193.04,196.85,207.645,257.81,90.17,347.98,76.2,334.01,89.811216,5.9,17.0,11.2,3.09,1,0,-0.48997049493454065,-0.42655327427041473,-0.18970402871966857,-0.3629081893397138,0.1147890209021026,-0.303729026144167,0.14992798123523318,-0.2702644486698358,-0.6831823069733106,-0.5292524732758604,1.878867012141089,-0.2291868836273199,-1.7342791420180104
130,Charles Jenkins,2011,44.0,186.69,191.135,201.93,245.11,86.36,331.47,74.93,320.04,97.975872,4.3,16.0,11.68,3.18,1,0,-1.2511325919332272,-1.1145090403640672,-0.7608783820473539,-1.3848228619357483,-0.3370834953902172,-1.9355138260762663,-0.025837928738967956,-1.5405073574176258,0.04746120836239005,-1.1765948448473413,1.605317520370618,0.6904511961033986,-0.9801108384843825
131,Andrew Goudelock,2011,46.0,186.055,189.865,193.675,245.11,93.98,339.09000000000003,82.55,327.66,89.811216,9.9,4.0,10.33,3.1,1,0,-1.3272488016330948,-1.2673880994959876,-1.585908003520676,-1.3848228619357483,0.5666615371944225,-1.182382379953758,1.028757531106241,-0.8476475890097385,-0.6831823069733106,1.0891034556528414,-1.6772763808750364,-1.8960309031392442,-1.6504826638476056
132,Travis Leslie,2011,47.0,190.5,193.675,209.55,261.62,102.87,364.49,83.82000000000001,345.44,92.98636,8.1,10.0,11.0,3.13,1,0,-0.7944353337340145,-0.8087509221002194,0.0006874223895598666,-0.056333787560902966,1.6210307418765015,1.3280557737879322,1.204523441080444,0.7690252039419953,-0.39904316212053764,0.36084328763492524,-0.03597943025220917,-0.6123694168484509,-1.399093229336399
133,Keith Benson,2011,48.0,208.28,210.82,222.885,278.13,91.44,369.57,80.01,358.14,98.429464,6.1,12.0,11.88,3.35,1,0,1.3368185378623099,1.2551163761807345,1.333427580154156,1.2721552868139423,0.26541319299954197,1.8301434045362692,0.6772257111578386,1.9237914846218058,0.08805251476992905,-0.4483346768294256,0.5111195532887332,1.0736337293245328,0.44442929041246476
134,Josh Selby,2011,49.0,187.325,190.5,196.215,248.92000000000002,106.68,355.6,74.93,323.85,88.45044,7.9,5.0,11.13,3.2,1,0,-1.1750163822333595,-1.1909485699300273,-1.332052735375039,-1.0782484601569375,2.072903258168821,0.4494024199783412,-0.025837928738967956,-1.194077473213682,-0.8049562261959275,0.27992549118849047,-1.4037268891045651,-0.36330077025471336,-0.8125178821435768
135,Jon Diebler,2011,51.0,196.215,199.39000000000001,198.12,251.46,88.9,340.36,71.12,322.58,89.357624,8.5,2.0,10.94,3.37,1,0,-0.10938944643519564,-0.12079515600656693,-1.1416612842658107,-0.873865525637731,-0.03583515119533677,-1.0568604722666752,-0.5531356586615733,-1.309554101281667,-0.7237736133808496,0.5226788805277955,-2.2243753644159785,-0.7273241768147916,0.6120222467532705
136,DeAndre Liggins,2011,53.0,195.58,198.755,210.82,262.89,78.74,341.63,68.58,331.47,91.625584,5.0,6.0,11.254999999999999,3.33,1,0,-0.18550565613506328,-0.1972346855725306,0.12761505646237692,0.04585767969869911,-1.2408285279748568,-0.9313385645795924,-0.9046674786099776,-0.5012177048057949,-0.5208170813431546,-0.8933825572848184,-1.1301773973340938,-0.12381168699150906,0.276836334071659
137,E'Twaun Moore,2011,55.0,189.23,193.04,207.01,252.73,87.63,340.36,81.28,334.01,86.636072,7.6,10.0,11.12,3.31,1,0,-0.9466677531337533,-0.885190451666183,-0.2531678457560799,-0.771674058378129,-0.18645932329277784,-1.0568604722666752,0.8529916211320397,-0.2702644486698358,-0.9673214518260835,0.15854879651883755,-0.03597943025220917,-0.382459896915773,0.10924337773085319
138,Isaiah Thomas,2011,60.0,174.625,178.435,187.325,232.41,101.6,334.01,80.01,312.42,84.368112,6.7,13.0,10.49,3.14,1,0,-2.6973405762307325,-2.643299631683292,-2.220546173884773,-2.406737534531785,1.4704065697790605,-1.6844700107021007,0.6772257111578386,-2.233367125825513,-1.1702779838637785,-0.20558128749012014,0.7846690450592044,-1.589484876562338,-1.315296751165994
139,Brandon Knight,2011,8.0,186.69,191.135,200.025,250.19,95.25,345.44,73.66,323.85,80.28578399999999,4.2,10.0,10.74,3.07,1,1,-1.2511325919332272,-1.1145090403640672,-0.9512698331565823,-0.9760569928973354,0.7172857092918619,-0.5547728415183383,-0.20160383871317106,-1.194077473213682,-1.5355997415316296,-1.2170537430705588,-0.03597943025220917,-1.1105067100359225,-1.9018720983588162
140,Kemba Walker,2011,9.0,181.61,185.42000000000002,191.77,232.41,100.33,332.74,81.28,313.69,83.460928,5.9,7.0,10.87,3.16,1,1,-1.8600622695321751,-1.802464806457716,-1.7762994546299047,-2.406737534531785,1.319782397681621,-1.8099919183891835,0.8529916211320397,-2.117890497757534,-1.2514605966788566,-0.5292524732758604,-0.8566279055636228,-0.8614380634421884,-1.1477037948251883
141,David Lighty,2011,,194.945,199.39000000000001,203.2,256.54,83.82000000000001,340.36,72.39,328.93,97.975872,6.5,15.0,10.81,3.25,0,1,-0.2616218658349343,-0.12079515600656693,-0.6339507479745368,-0.46509965659931585,-0.638331839585096,-1.0568604722666752,-0.3773697486873722,-0.732170960941759,0.04746120836239005,-0.2864990839365553,1.3317680286001468,-0.9763928234085256,-0.3935354912915642
142,Demetri McCamey,2011,,187.325,191.135,198.755,252.73,83.82000000000001,336.55,68.58,321.31,92.532768,6.1,10.0,11.55,3.19,0,1,-1.1750163822333595,-1.1145090403640672,-1.0781974672294021,-0.771674058378129,-0.638331839585096,-1.4334261953279293,-0.9046674786099776,-1.4250307293496463,-0.43963446852807664,-0.4483346768294256,-0.03597943025220917,0.44138254950966443,-0.8963143603139815
143,Greg Smith,2011,,203.2,206.375,219.71,270.51,91.44,361.95,74.93,345.44,114.758776,7.4,17.0,12.43,3.36,0,1,0.7278888602633585,0.720039669219006,1.0161084949721106,0.6590064832563207,0.26541319299954197,1.077011958413761,-0.025837928738967956,0.7690252039419953,1.5493395454413317,0.07763100007240274,1.878867012141089,2.1273856956826447,0.5282257685828657
144,Jamie Skeen,2011,,199.39000000000001,203.2,216.535,270.51,77.47,347.98,66.04,336.55,109.76926399999999,9.8,10.0,12.43,3.46,0,1,0.27119160206414933,0.3378420213891979,0.6987894097900622,0.6590064832563207,-1.3914527000722963,-0.303729026144167,-1.2561992985583799,-0.03931119253387164,1.1028351749584027,1.048644557429624,-0.03597943025220917,2.1273856956826447,1.3661905502868947
145,Jereme Richmond,2011,,198.12,201.29500000000002,208.915,270.51,85.09,355.6,68.58,339.09000000000003,93.893544,5.5,10.0,11.74,3.02,0,1,0.11895918266441066,0.1085234326913172,-0.0627763946468515,0.6590064832563207,-0.4877076674876566,0.4494024199783412,-0.9046674786099776,0.19164206360209254,-0.31786054930545965,-0.6910880661687308,-0.03597943025220917,0.8054059560697392,-2.320854489210829
146,LaceDarius Dunn,2011,,190.5,193.04,198.755,256.54,78.74,335.28000000000003,67.31,323.85,85.275296,5.5,3.0,11.45,3.27,0,1,-0.7944353337340145,-0.885190451666183,-1.0781974672294021,-0.46509965659931585,-1.2408285279748568,-1.558948103015012,-1.0804333885841788,-1.194077473213682,-1.0890953710487006,-0.6910880661687308,-1.9508258726455074,0.24979128289909552,-0.2259425349507584
147,Malcolm Thomas,2011,,201.93,205.105,214.63,273.05,92.71000000000001,365.76,81.28,354.33,101.151016,5.9,5.0,11.31,3.29,0,1,0.5756564408636233,0.5671606100870821,0.5083979586808338,0.8633894177755295,0.416037365096983,1.453577681475015,0.8529916211320397,1.577361600417862,0.331600353215163,-0.5292524732758604,-1.4037268891045651,-0.018436490355694807,-0.0583495786099526
148,Michael Dunigan,2011,,204.47,208.28,221.615,273.05,87.63,360.68,74.93,347.98,107.954896,8.0,10.0,11.85,3.27,0,1,0.8801212796630973,0.9493582579168901,1.206499946081339,0.8633894177755295,-0.18645932329277784,0.9514900507266781,-0.025837928738967956,0.9999784600779594,0.9404699493282479,0.3203843894117079,-0.03597943025220917,1.0161563493413608,-0.2259425349507584
149,Rick Jackson,2011,,203.835,206.375,218.44,270.51,83.82000000000001,354.33,72.39,342.9,109.76926399999999,8.3,9.0,11.51,3.26,0,1,0.8040050699632296,0.720039669219006,0.8891808608992907,0.6590064832563207,-0.638331839585096,0.32388051229125275,-0.3773697486873722,0.5380719478060311,1.1028351749584027,0.4417610840813608,-0.30952892202268034,0.36474604286543616,-0.30973901312116314
150,Scotty Hopson,2011,,197.485,199.39000000000001,209.55,262.89,91.44,354.33,82.55,345.44,92.98636,4.8,10.0,10.47,3.18,0,1,0.042842972964543036,-0.12079515600656693,0.0006874223895598666,0.04585767969869911,0.26541319299954197,0.32388051229125275,1.028757531106241,0.7690252039419953,-0.39904316212053764,-0.9743003537312537,-0.03597943025220917,-1.6278031298844504,-0.9801108384843825
151,Anthony Davis,2012,1.0,206.375,209.55,227.33,274.32,88.9,351.79,74.93,337.82,100.697424,7.9,10.0,11.254999999999999,3.28,1,1,1.1084699087627035,1.102237317048814,1.7776742994090242,0.9655808850351315,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.291009046807624,0.27992549118849047,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
152,Austin Rivers,2012,10.0,191.77,195.58,201.29500000000002,245.11,95.25,340.36,82.55,327.66,92.079176,6.2,1.0,11.54,3.32,1,1,-0.6422029143342759,-0.5794323334023352,-0.8243421990837624,-1.3848228619357483,0.7172857092918619,-1.0568604722666752,1.028757531106241,-0.8476475890097385,-0.48022577493561563,-0.4078757786062079,-2.49792485618645,0.4222234228486048,0.19303985590125422
153,Meyers Leonard,2012,11.0,212.725,216.535,220.98,274.32,82.55,356.87,76.2,350.52,113.398,5.7,19.0,11.34,3.41,1,0,1.8696320057613902,1.9430721422743868,1.1430361290449276,0.9655808850351315,-0.788956011682537,0.574924327665424,0.14992798123523318,1.2309317162139184,1.4275656262187146,-0.6101702697222956,2.4259659956820316,0.03904088962747382,0.9472081594348821
154,Jeremy Lamb,2012,12.0,193.04,196.215,210.82,259.08,96.52,355.6,80.01,339.09000000000003,81.192968,4.5,5.0,10.98,3.25,1,0,-0.48997049493454065,-0.502992803836375,0.12761505646237692,-0.2607167220801117,0.8679098813893011,0.4494024199783412,0.6772257111578386,0.19164206360209254,-1.4544171287165515,-1.0956770484009062,-1.4037268891045651,-0.6506876701705633,-0.3935354912915642
155,Kendall Marshall,2012,13.0,191.135,193.675,196.85,243.84,93.98,337.82,78.74,322.58,89.811216,7.8,10.0,12.03,3.23,1,0,-0.7183191240341469,-0.8087509221002194,-1.2685889183386307,-1.4870143291953526,0.5666615371944225,-1.3079042876408464,0.5014598011836354,-1.309554101281667,-0.6831823069733106,0.2394665929652727,-0.03597943025220917,1.3610206292403795,-0.5611284476323699
156,John Henson,2012,14.0,205.74,209.55,226.06,284.48,76.2,360.68,64.77,349.25,97.975872,8.6,5.0,11.254999999999999,3.28,1,0,1.032353699062836,1.102237317048814,1.6507466653362044,1.7831126231119618,-1.5420768721697355,0.9514900507266781,-1.431965208532583,1.1154550881459389,0.04746120836239005,0.563137778751013,-1.4037268891045651,-0.12381168699150906,-0.14214605678035735
157,Moe Harkless,2012,15.0,201.29500000000002,205.105,213.36,260.35,93.98,354.33,82.55,342.9,93.893544,5.3,5.0,10.87,3.25,1,0,0.4995402311637557,0.5671606100870821,0.3814703246080167,-0.15852525482050506,0.5666615371944225,0.32388051229125275,1.028757531106241,0.5380719478060311,-0.31786054930545965,-0.7720058626151659,-1.4037268891045651,-0.8614380634421884,-0.3935354912915642
158,Royce White,2012,16.0,200.66,203.2,213.36,265.43,88.9,351.79,74.93,337.82,118.387512,10.6,10.0,11.254999999999999,3.28,1,0,0.42342402146388464,0.3378420213891979,0.3814703246080167,0.25024061421790783,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,1.8740699967016436,1.3723157432153639,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
159,Tyler Zeller,2012,17.0,211.455,214.63,213.36,265.43,86.36,351.79,76.2,341.63,112.037224,6.4,16.0,11.13,3.4,1,0,1.717399586361655,1.7137535535765027,0.3814703246080167,0.25024061421790783,-0.3370834953902172,0.0728366969170871,0.14992798123523318,0.42259531973805153,1.3057917069960976,-0.3269579821597727,1.605317520370618,-0.36330077025471336,0.8634116812644773
160,Terrence Jones,2012,18.0,203.835,207.01,219.07500000000002,271.78000000000003,87.63,359.41,74.93,346.71,114.305184,7.7,12.0,11.57,3.4,1,0,0.8040050699632296,0.7964791987849662,0.9526446779357021,0.7611979505159274,-0.18645932329277784,0.8259681430395953,-0.025837928738967956,0.8845018320099747,1.5087482390337925,0.1990076947420553,0.5111195532887332,0.47970080283177685,0.8634116812644773
161,Andrew Nicholson,2012,19.0,204.47,207.01,223.52,271.78000000000003,77.47,349.25,72.39,344.17,106.140528,7.6,10.0,11.89,3.67,1,0,0.8801212796630973,0.7964791987849662,1.3968913971905674,0.7611979505159274,-1.3914527000722963,-0.17820711845708417,-0.3773697486873722,0.6535485758740157,0.7781047236980919,0.15854879651883755,-0.03597943025220917,1.092792855985589,3.1259165918653533
162,Michael Kidd-Gilchrist,2012,2.0,197.485,201.93,213.36,265.43,90.17,355.6,81.28,346.71,105.686936,7.0,6.0,11.77,3.18,1,1,0.042842972964543036,0.18496296225727743,0.3814703246080167,0.25024061421790783,0.1147890209021026,0.4494024199783412,0.8529916211320397,0.8845018320099747,0.737513417290553,-0.08420459282046758,-1.1301773973340938,0.8628833360529078,-0.9801108384843825
163,Jared Sullinger,2012,21.0,202.565,205.74,216.535,267.97,78.74,346.71,74.93,342.9,121.562656,10.7,9.0,12.77,3.81,1,0,0.6517726505634909,0.6436001396530457,0.6987894097900622,0.4546235487371166,-1.2408285279748568,-0.42925093383125545,-0.025837928738967956,0.5380719478060311,2.1582091415544165,1.4127746414385813,-0.30952892202268034,2.7787960021585696,4.299067286250994
164,Fab Melo,2012,22.0,210.185,213.36,219.71,279.4,78.74,358.14,74.93,354.33,115.66596,9.2,9.0,12.14,3.44,1,0,1.5651671669619163,1.5608744944445823,1.0161084949721106,1.3743467540735443,-1.2408285279748568,0.7004462353525068,-0.025837928738967956,1.577361600417862,1.6305221582564096,0.8058911680903181,-0.30952892202268034,1.5717710225120045,1.198597593946089
165,John Jenkins,2012,23.0,191.135,193.675,204.47,248.92000000000002,92.71000000000001,341.63,77.47,326.39,96.161504,7.1,10.0,11.36,3.37,1,0,-0.7183191240341469,-0.8087509221002194,-0.507023113901717,-1.0782484601569375,0.416037365096983,-0.9313385645795924,0.3256938912094343,-0.9631242170777232,-0.11490401726776593,-0.04374569459725018,-0.03597943025220917,0.07735914294958623,0.6120222467532705
166,Jared Cunningham,2012,24.0,191.77,195.58,199.39000000000001,248.92000000000002,88.9,351.79,74.93,337.82,85.275296,3.6,4.0,11.254999999999999,3.28,1,0,-0.6422029143342759,-0.5794323334023352,-1.0147336501929909,-1.0782484601569375,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-1.0890953710487006,-1.459807132409864,-1.6772763808750364,-0.12381168699150906,-0.14214605678035735
167,Tony Wroten,2012,25.0,194.945,198.12,205.74,256.54,90.17,346.71,76.2,332.74,92.079176,5.2,10.0,10.75,3.24,1,0,-0.2616218658349343,-0.27367421513849083,-0.380095479828897,-0.46509965659931585,0.1147890209021026,-0.42925093383125545,0.14992798123523318,-0.3857410767378153,-0.48022577493561563,-0.8124647608383833,-0.03597943025220917,-1.0913475833748663,-0.4773319694619652
168,Miles Plumlee,2012,26.0,209.55,212.725,215.26500000000001,267.97,102.87,370.84000000000003,86.36,354.33,114.305184,11.4,15.0,10.64,3.36,1,0,1.4890509572620485,1.4844349648786186,0.5718617757172452,0.4546235487371166,1.6210307418765015,1.9556653122233576,1.5560552610288463,1.577361600417862,1.5087482390337925,1.6959869290011045,1.3317680286001468,-1.302097976646488,0.5282257685828657
169,Arnett Moultrie,2012,27.0,207.01,210.185,219.07500000000002,270.51,95.25,365.76,85.09,355.6,105.686936,7.7,10.0,11.32,3.22,1,0,1.1845861184625712,1.1786768466147741,0.9526446779357021,0.6590064832563207,0.7172857092918619,1.453577681475015,1.380289351054645,1.6928382284858468,0.737513417290553,0.1990076947420553,-0.03597943025220917,0.000722636305361403,-0.6449249258027709
170,Perry Jones,2012,28.0,208.915,211.455,217.805,271.78000000000003,97.79,369.57,83.82000000000001,355.6,106.140528,4.6,11.0,11.31,3.19,1,0,1.4129347475621774,1.3315559057466981,0.8257170438628821,0.7611979505159274,1.0185340534867422,1.8301434045362692,1.204523441080444,1.6928382284858468,0.7781047236980919,-1.0552181501776887,0.23757006151826202,-0.018436490355694807,-0.8963143603139815
171,Marquis Teague,2012,29.0,185.42000000000002,187.96,201.29500000000002,245.11,102.87,347.98,82.55,327.66,81.64656,6.3,8.0,10.65,3.19,1,0,-1.4033650113329625,-1.4967066881938718,-0.8243421990837624,-1.3848228619357483,1.6210307418765015,-0.303729026144167,1.028757531106241,-0.8476475890097385,-1.4138258223090125,-0.3674168803829905,-0.5830784137931515,-1.2829388499854317,-0.8963143603139815
172,Bradley Beal,2012,3.0,191.135,194.945,203.2,254.0,99.06,353.06,83.82000000000001,337.82,91.625584,6.0,8.0,10.95,3.28,1,1,-0.7183191240341469,-0.6558718629682988,-0.6339507479745368,-0.6694825911185246,1.1691582255841817,0.19835860460416993,1.204523441080444,0.07616543553410786,-0.5208170813431546,-0.48879357505264304,-0.5830784137931515,-0.7081650501537353,-0.14214605678035735
173,Festus Ezeli,2012,30.0,207.645,212.09,227.965,274.32,85.09,359.41,86.36,360.68,119.748288,5.5,18.0,12.35,3.29,1,0,1.2607023281624423,1.4079954353126583,1.8411381164454328,0.9655808850351315,-0.4877076674876566,0.8259681430395953,1.5560552610288463,2.15474474075777,1.9958439159242605,-0.6910880661687308,2.15241650391156,1.9741126823941917,-0.0583495786099526
174,Jeff Taylor,2012,31.0,198.12,201.29500000000002,198.755,257.81,101.6,359.41,85.09,342.9,96.615096,4.2,15.0,10.87,3.29,1,0,0.11895918266441066,0.1085234326913172,-1.0781974672294021,-0.3629081893397138,1.4704065697790605,0.8259681430395953,1.380289351054645,0.5380719478060311,-0.07431271086022694,-1.2170537430705588,1.3317680286001468,-0.8614380634421884,-0.0583495786099526
175,Tomas Satoransky,2012,32.0,199.39000000000001,201.93,201.29500000000002,254.0,88.9,351.79,74.93,337.82,91.171992,5.2,10.0,11.254999999999999,3.28,1,0,0.27119160206414933,0.18496296225727743,-0.8243421990837624,-0.6694825911185246,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.5614083877506936,-0.8124647608383833,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
176,Bernard James,2012,33.0,205.105,208.28,220.98,275.59000000000003,82.55,358.14,76.2,351.79,104.32616,5.0,6.0,11.84,3.4,1,0,0.9562374893629648,0.9493582579168901,1.1430361290449276,1.0677723522947382,-0.788956011682537,0.7004462353525068,0.14992798123523318,1.346408344281903,0.6157394980679359,-0.8933825572848184,-1.1301773973340938,0.9969972226803047,0.8634116812644773
177,Jae Crowder,2012,34.0,194.945,199.39000000000001,206.375,252.73,87.63,340.36,78.74,331.47,109.31567199999999,9.0,20.0,11.45,3.37,1,0,-0.2616218658349343,-0.12079515600656693,-0.31663166279248844,-0.771674058378129,-0.18645932329277784,-1.0568604722666752,0.5014598011836354,-0.5012177048057949,1.0622438685508637,0.7249733716438833,2.6995154874525027,0.24979128289909552,0.6120222467532705
178,Draymond Green,2012,35.0,197.485,201.93,216.535,266.7,83.82000000000001,350.52,71.12,337.82,107.047712,11.3,9.0,11.01,3.4,1,0,0.042842972964543036,0.18496296225727743,0.6987894097900622,0.35243208147750993,-0.638331839585096,-0.05268521077000135,-0.5531356586615733,0.07616543553410786,0.8592873365131699,1.655528030777887,-0.30952892202268034,-0.5932102901873947,0.8634116812644773
179,Orlando Johnson,2012,36.0,192.405,196.215,211.455,251.46,100.33,351.79,81.28,332.74,101.604608,7.0,13.0,10.98,3.25,1,0,-0.5660867046344082,-0.502992803836375,0.1910788734987883,-0.873865525637731,1.319782397681621,0.0728366969170871,0.8529916211320397,-0.3857410767378153,0.372191659622702,-0.08420459282046758,0.7846690450592044,-0.6506876701705633,-0.3935354912915642
180,Quincy Acy,2012,37.0,199.39000000000001,202.565,220.345,270.51,93.98,364.49,81.28,351.79,101.604608,7.1,13.0,10.48,3.28,1,0,0.27119160206414933,0.26140249182323766,1.079572312008519,0.6590064832563207,0.5666615371944225,1.3280557737879322,0.8529916211320397,1.346408344281903,0.372191659622702,-0.04374569459725018,0.7846690450592044,-1.6086440032233942,-0.14214605678035735
181,Quincy Miller,2012,38.0,205.105,208.28,216.535,266.7,91.44,358.14,77.47,344.17,99.336648,7.8,8.0,11.05,3.48,1,0,0.9562374893629648,0.9493582579168901,0.6987894097900622,0.35243208147750993,0.26541319299954197,0.7004462353525068,0.3256938912094343,0.6535485758740157,0.16923512758500703,0.2394665929652727,-0.5830784137931515,-0.5165737835431664,1.5337835066277004
182,Khris Middleton,2012,39.0,200.025,203.835,210.185,261.62,78.74,340.36,71.12,332.74,97.975872,7.8,4.0,11.45,3.47,1,0,0.347307811764017,0.41428155095516156,0.0641512394259684,-0.056333787560902966,-1.2408285279748568,-1.0568604722666752,-0.5531356586615733,-0.3857410767378153,0.04746120836239005,0.2394665929652727,-1.6772763808750364,0.24979128289909552,1.4499870284572995
183,Dion Waiters,2012,4.0,189.23,193.04,201.29500000000002,248.92000000000002,88.9,351.79,74.93,337.82,100.243832,8.5,10.0,11.254999999999999,3.28,1,1,-0.9466677531337533,-0.885190451666183,-0.8243421990837624,-1.0782484601569375,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.250417740400085,0.5226788805277955,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
184,Will Barton,2012,40.0,195.58,198.12,207.645,260.35,86.36,346.71,76.2,336.55,78.925008,4.1,10.0,12.5,3.6,1,0,-0.18550565613506328,-0.27367421513849083,-0.18970402871966857,-0.15852525482050506,-0.3370834953902172,-0.42925093383125545,0.14992798123523318,-0.03931119253387164,-1.6573736607542453,-1.2575126412937765,-0.03597943025220917,2.2614995823100417,2.539341244672535
185,Tyshawn Taylor,2012,41.0,189.865,193.04,198.755,247.65,92.71000000000001,340.36,81.28,328.93,80.28578399999999,4.2,10.0,11.48,3.2,1,0,-0.8705515434338822,-0.885190451666183,-1.0781974672294021,-1.1804399274165418,0.416037365096983,-1.0568604722666752,0.8529916211320397,-0.732170960941759,-1.5355997415316296,-1.2170537430705588,-0.03597943025220917,0.30726866288226756,-0.8125178821435768
186,Doron Lamb,2012,42.0,191.135,194.945,200.025,250.19,85.09,335.28000000000003,73.66,323.85,90.264808,6.7,2.0,11.12,3.41,1,0,-0.7183191240341469,-0.6558718629682988,-0.9512698331565823,-0.9760569928973354,-0.4877076674876566,-1.558948103015012,-0.20160383871317106,-1.194077473213682,-0.6425910005657716,-0.20558128749012014,-2.2243753644159785,-0.382459896915773,0.9472081594348821
187,Mike Scott,2012,43.0,201.29500000000002,205.105,210.185,264.16,82.55,346.71,68.58,332.74,109.31567199999999,10.6,14.0,11.59,3.44,1,0,0.4995402311637557,0.5671606100870821,0.0641512394259684,0.14804914695830576,-0.788956011682537,-0.42925093383125545,-0.9046674786099776,-0.3857410767378153,1.0622438685508637,1.3723157432153639,1.0582185368296755,0.5180190561538892,1.198597593946089
188,Kim English,2012,44.0,194.31,197.485,199.39000000000001,248.92000000000002,92.71000000000001,341.63,73.66,322.58,87.089664,4.3,10.0,10.59,3.33,1,0,-0.33773807553480195,-0.35011374470445106,-1.0147336501929909,-1.0782484601569375,0.416037365096983,-0.9313385645795924,-0.20160383871317106,-1.309554101281667,-0.9267301454185446,-1.1765948448473413,-0.03597943025220917,-1.3978936099517725,0.276836334071659
189,Darius Miller,2012,46.0,198.12,201.93,205.74,256.54,93.98,350.52,83.82000000000001,340.36,105.686936,7.5,14.0,11.34,3.31,1,0,0.11895918266441066,0.18496296225727743,-0.380095479828897,-0.46509965659931585,0.5666615371944225,-0.05268521077000135,1.204523441080444,0.30711869167007205,0.737513417290553,0.11808989829562014,1.0582185368296755,0.03904088962747382,0.10924337773085319
190,Kevin Murphy,2012,47.0,195.58,198.755,200.025,251.46,92.71000000000001,344.17,78.74,330.2,87.996848,5.8,11.0,10.97,3.42,1,0,-0.18550565613506328,-0.1972346855725306,-0.9512698331565823,-0.873865525637731,0.416037365096983,-0.6802947492054211,0.5014598011836354,-0.6166943328737795,-0.8455475326034666,-0.5697113714990781,0.23757006151826202,-0.6698467968316195,1.031004637605283
191,Kyle O'Quinn,2012,49.0,204.47,208.28,225.425,270.51,80.01,350.52,80.01,350.52,109.31567199999999,8.0,10.0,11.65,3.53,1,0,0.8801212796630973,0.9493582579168901,1.5872828482997958,0.6590064832563207,-1.0902043558774157,-0.05268521077000135,0.6772257111578386,1.2309317162139184,1.0622438685508637,0.3203843894117079,-0.03597943025220917,0.63297381612023,1.952765897479713
192,Thomas Robinson,2012,5.0,202.565,205.105,221.615,269.24,90.17,359.41,72.39,341.63,110.676448,5.0,15.0,11.96,3.17,1,1,0.6517726505634909,0.5671606100870821,1.206499946081339,0.5568150159967187,0.1147890209021026,0.8259681430395953,-0.3773697486873722,0.42259531973805153,1.1840177877734805,-0.8933825572848184,1.3317680286001468,1.226906742612986,-1.0639073166547872
193,Kris Joseph,2012,51.0,198.12,200.66,210.82,264.16,88.9,353.06,72.39,336.55,97.52228,8.6,6.0,11.254999999999999,3.46,1,0,0.11895918266441066,0.032083903125353544,0.12761505646237692,0.14804914695830576,-0.03583515119533677,0.19835860460416993,-0.3773697486873722,-0.03931119253387164,0.006869901954851058,0.563137778751013,-1.1301773973340938,-0.12381168699150906,1.3661905502868947
194,Darius Johnson-Odom,2012,55.0,186.69,190.5,200.66,243.84,105.41,349.25,85.09,328.93,96.161504,7.0,17.0,10.76,3.21,1,0,-1.2511325919332272,-1.1909485699300273,-0.8878060161201737,-1.4870143291953526,1.92227908607138,-0.17820711845708417,1.380289351054645,-0.732170960941759,-0.11490401726776593,-0.08420459282046758,1.878867012141089,-1.07218845671381,-0.7287214039731758
195,Robbie Hummel,2012,58.0,201.29500000000002,204.47,204.47,259.08,76.2,335.28000000000003,69.85,328.93,98.883056,9.4,13.0,11.56,3.41,1,0,0.4995402311637557,0.4907210805211218,-0.507023113901717,-0.2607167220801117,-1.5420768721697355,-1.558948103015012,-0.7289015686357765,-0.732170960941759,0.12864382117746803,0.8868089645367536,0.7846690450592044,0.4605416761707206,0.9472081594348821
