,Player,Year,Draft pick,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Vertical (Max),Vertical (Max Reach),Vertical (No Step),Vertical (No Step Reach),Weight,Body Fat,Bench,Agility,Sprint,drafted or no,drafted_top10,Height (No Shoes)_zscore,Height (With Shoes)_zscore,Wingspan_zscore,Standing reach_zscore,Vertical (Max)_zscore,Vertical (Max Reach)_zscore,Vertical (No Step)_zscore,Vertical (No Step Reach)_zscore,Weight_zscore,Body Fat_zscore,Bench_zscore,Agility_zscore,Sprint_zscore
264,Kenny Kadji,2013,,205.105,208.28,220.98,270.51,96.52,367.03000000000003,86.36,356.87,109.76926399999999,7.5,9.0,11.47,3.44,0,1,0.9562374893629648,0.9493582579168901,1.1430361290449276,0.6590064832563207,0.8679098813893011,1.5790995891621036,1.5560552610288463,1.8083148565538263,1.1028351749584027,0.11808989829562014,-0.30952892202268034,0.2881095362212113,1.198597593946089
265,Myck Kabongo,2013,,186.055,189.865,198.755,248.92000000000002,85.09,334.01,69.85,318.77,81.64656,6.0,2.0,10.64,3.34,0,1,-1.3272488016330948,-1.2673880994959876,-1.0781974672294021,-1.0782484601569375,-0.4877076674876566,-1.6844700107021007,-0.7289015686357765,-1.6559839854856104,-1.4138258223090125,-0.48879357505264304,-2.2243753644159785,-1.302097976646488,0.36063281224206
266,Norvel Pelle,2013,,207.01,209.55,219.71,276.86,87.63,364.49,78.74,355.6,93.893544,5.2,10.0,11.49,3.32,0,1,1.1845861184625712,1.102237317048814,1.0161084949721106,1.1699638195543403,-0.18645932329277784,1.3280557737879322,0.5014598011836354,1.6928382284858468,-0.31786054930545965,-0.8124647608383833,-0.03597943025220917,0.32642778954332374,0.19303985590125422
267,Phil Pressey,2013,,176.53,181.61,188.595,233.68,97.79,331.47,83.82000000000001,317.5,80.28578399999999,4.7,7.0,10.86,3.13,0,1,-2.4689919471311264,-2.2611019838534845,-2.093618539811953,-2.304546067272181,1.0185340534867422,-1.9355138260762663,1.204523441080444,-1.77146061355359,-1.5355997415316296,-1.014759251954471,-0.8566279055636228,-0.8805971901032447,-1.399093229336399
268,Richard Howell,2013,,198.755,201.93,208.915,267.97,88.9,351.79,74.93,337.82,113.398,8.8,10.0,11.254999999999999,3.28,0,1,0.19507539236427832,0.18496296225727743,-0.0627763946468515,0.4546235487371166,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,1.4275656262187146,0.6440555751974485,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
269,Robert Covington,2013,,198.755,201.93,217.805,269.24,91.44,360.68,74.93,344.17,94.80072799999999,4.7,9.0,11.69,3.34,0,1,0.19507539236427832,0.18496296225727743,0.8257170438628821,0.5568150159967187,0.26541319299954197,0.9514900507266781,-0.025837928738967956,0.6535485758740157,-0.2366779364903829,-1.014759251954471,-0.30952892202268034,0.7096103227644548,0.36063281224206
270,Seth Curry,2013,,185.42000000000002,190.5,193.04,247.65,88.9,351.79,74.93,337.82,81.192968,9.6,10.0,11.254999999999999,3.28,0,1,-1.4033650113329625,-1.1909485699300273,-1.6493718205570875,-1.1804399274165418,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-1.4544171287165515,0.9677267609831884,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
271,Trevor Mbakwe,2013,,200.025,203.2,223.52,270.51,92.71000000000001,363.22,76.2,346.71,107.047712,5.9,21.0,12.01,3.32,0,1,0.347307811764017,0.3378420213891979,1.3968913971905674,0.6590064832563207,0.416037365096983,1.2025338661008493,0.14992798123523318,0.8845018320099747,0.8592873365131699,-0.5292524732758604,2.9730649792229737,1.322702375918267,0.19303985590125422
272,Vander Blue,2013,,191.77,196.215,198.12,255.27,95.25,350.52,71.12,326.39,89.357624,4.6,4.0,10.4,3.14,0,1,-0.6422029143342759,-0.502992803836375,-1.1416612842658107,-0.5672911238589202,0.7172857092918619,-0.05268521077000135,-0.5531356586615733,-0.9631242170777232,-0.7237736133808496,-1.0552181501776887,-1.6772763808750364,-1.7619170165118472,-1.315296751165994
273,Will Clyburn,2013,,197.485,200.66,213.995,266.7,87.63,354.33,71.12,337.82,95.25431999999999,6.9,3.0,11.68,3.38,0,1,0.042842972964543036,0.032083903125353544,0.44493414164442524,0.35243208147750993,-0.18645932329277784,0.32388051229125275,-0.5531356586615733,0.07616543553410786,-0.1960866300828439,-0.12466349104368499,-1.9508258726455074,0.6904511961033986,0.6958187249236716
274,Elfrid Payton,2014,10.0,189.23,192.405,203.2,250.19,90.17,340.36,80.01,330.2,83.91452,5.7,10.0,11.06,3.23,1,1,-0.9466677531337533,-0.9616299812321433,-0.6339507479745368,-0.9760569928973354,0.1147890209021026,-1.0568604722666752,0.6772257111578386,-0.6166943328737795,-1.2108692902713176,-0.6101702697222956,-0.03597943025220917,-0.49741465688211023,-0.5611284476323699
275,Doug McDermott,2014,11.0,198.755,202.565,206.375,261.62,92.71000000000001,354.33,72.39,334.01,98.883056,7.1,10.0,11.1,3.29,1,0,0.19507539236427832,0.26140249182323766,-0.31663166279248844,-0.056333787560902966,0.416037365096983,0.32388051229125275,-0.3773697486873722,-0.2702644486698358,0.12864382117746803,-0.04374569459725018,-0.03597943025220917,-0.4207781502378854,-0.0583495786099526
276,Zach LaVine,2014,13.0,194.31,197.485,203.835,254.0,105.41,359.41,85.09,339.09000000000003,82.100152,4.7,10.0,10.42,3.19,1,0,-0.33773807553480195,-0.35011374470445106,-0.5704869309381254,-0.6694825911185246,1.92227908607138,0.8259681430395953,1.380289351054645,0.19164206360209254,-1.3732345159014736,-1.014759251954471,-0.03597943025220917,-1.723598763189735,-0.8963143603139815
277,T.J. Warren,2014,14.0,200.66,203.835,208.915,264.16,90.17,354.33,68.58,332.74,99.79024,8.0,10.0,11.1,3.26,1,0,0.42342402146388464,0.41428155095516156,-0.0627763946468515,0.14804914695830576,0.1147890209021026,0.32388051229125275,-0.9046674786099776,-0.3857410767378153,0.20982643399254602,0.3203843894117079,-0.03597943025220917,-0.4207781502378854,-0.30973901312116314
278,Adreian Payne,2014,15.0,205.74,207.645,223.52,276.86,88.9,351.79,74.93,337.82,108.408488,7.6,10.0,11.254999999999999,3.28,1,0,1.032353699062836,0.8729187283509299,1.3968913971905674,1.1699638195543403,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.981061255735787,0.15854879651883755,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
279,James Young,2014,17.0,196.215,200.025,213.36,264.16,90.17,354.33,71.12,335.28000000000003,96.615096,5.1,10.0,11.254999999999999,3.28,1,0,-0.10938944643519564,-0.04435562644060669,0.3814703246080167,0.14804914695830576,0.1147890209021026,0.32388051229125275,-0.5531356586615733,-0.15478782060185114,-0.07431271086022694,-0.8529236590616011,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
280,Tyler Ennis,2014,18.0,185.42000000000002,189.23,201.29500000000002,248.92000000000002,91.44,340.36,73.66,322.58,82.553744,6.2,10.0,11.12,3.3,1,0,-1.4033650113329625,-1.3438276290619513,-0.8243421990837624,-1.0782484601569375,0.26541319299954197,-1.0568604722666752,-0.20160383871317106,-1.309554101281667,-1.3326432094939344,-0.4078757786062079,-0.03597943025220917,-0.382459896915773,0.02544689956044843
281,Gary Harris,2014,19.0,189.23,194.31,200.025,243.84,88.9,351.79,74.93,337.82,92.98636,4.6,10.0,11.254999999999999,3.28,1,0,-0.9466677531337533,-0.7323113925342591,-0.9512698331565823,-1.4870143291953526,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.39904316212053764,-1.0552181501776887,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
282,Jordan Adams,2014,22.0,191.77,194.945,208.28,259.08,74.93,334.01,62.230000000000004,321.31,94.80072799999999,10.8,10.0,12.13,3.5,1,0,-0.6422029143342759,-0.6558718629682988,-0.12624021168326002,-0.2607167220801117,-1.692701044267175,-1.6844700107021007,-1.7834970284809852,-1.4250307293496463,-0.2366779364903829,1.4532335396617995,-0.03597943025220917,1.5526118958509483,1.7013764629685062
283,Rodney Hood,2014,23.0,201.29500000000002,204.47,204.47,261.62,91.44,353.06,73.66,335.28000000000003,94.347136,7.5,10.0,11.21,3.38,1,0,0.4995402311637557,0.4907210805211218,-0.507023113901717,-0.056333787560902966,0.26541319299954197,0.19835860460416993,-0.20160383871317106,-0.15478782060185114,-0.27726924289792065,0.11808989829562014,-0.03597943025220917,-0.2100277569662603,0.6958187249236716
284,Shabazz Napier,2014,24.0,180.34,185.42000000000002,191.135,236.22,95.25,331.47,77.47,313.69,79.3786,7.4,10.0,11.6,3.2,1,0,-2.0122946889319135,-1.802464806457716,-1.839763271666316,-2.100163132752974,0.7172857092918619,-1.9355138260762663,0.3256938912094343,-2.117890497757534,-1.6167823543467061,0.07763100007240274,-0.03597943025220917,0.5371781828149454,-0.8125178821435768
285,P.J. Hairston,2014,26.0,193.675,196.215,205.74,256.54,93.98,350.52,81.28,337.82,103.872568,8.2,10.0,11.12,3.32,1,0,-0.4138542852346696,-0.502992803836375,-0.380095479828897,-0.46509965659931585,0.5666615371944225,-0.05268521077000135,0.8529916211320397,0.07616543553410786,0.575148191660397,0.40130218585814265,-0.03597943025220917,-0.382459896915773,0.19303985590125422
286,C.J. Wilcox,2014,28.0,191.77,195.58,207.645,255.27,95.25,350.52,78.74,334.01,91.171992,6.5,10.0,11.3,3.22,1,0,-0.6422029143342759,-0.5794323334023352,-0.18970402871966857,-0.5672911238589202,0.7172857092918619,-0.05268521077000135,0.5014598011836354,-0.2702644486698358,-0.5614083877506936,-0.2864990839365553,-0.03597943025220917,-0.037595617016751015,-0.6449249258027709
287,Kyle Anderson,2014,30.0,201.93,204.47,220.345,273.05,88.9,351.79,74.93,337.82,104.32616,13.4,10.0,11.254999999999999,3.28,1,0,0.5756564408636233,0.4907210805211218,1.079572312008519,0.8633894177755295,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.6157394980679359,2.5051648934654556,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
288,K.J. McDaniels,2014,32.0,194.31,198.12,211.455,259.08,93.98,353.06,83.82000000000001,342.9,88.904032,4.5,10.0,12.71,3.1,1,0,-0.33773807553480195,-0.27367421513849083,0.1910788734987883,-0.2607167220801117,0.5666615371944225,0.19835860460416993,1.204523441080444,0.5380719478060311,-0.7643649197883886,-1.0956770484009062,-0.03597943025220917,2.663841242192232,-1.6504826638476056
289,Joe Harris,2014,33.0,194.945,198.755,198.12,254.0,85.09,339.09000000000003,72.39,326.39,97.52228,6.2,10.0,11.11,3.31,1,0,-0.2616218658349343,-0.1972346855725306,-1.1416612842658107,-0.6694825911185246,-0.4877076674876566,-1.182382379953758,-0.3773697486873722,-0.9631242170777232,0.006869901954851058,-0.4078757786062079,-0.03597943025220917,-0.4016190235768292,0.10924337773085319
290,Cleanthony Early,2014,34.0,198.12,201.29500000000002,210.185,257.81,101.6,359.41,86.36,344.17,94.80072799999999,4.5,10.0,11.15,3.18,1,0,0.11895918266441066,0.1085234326913172,0.0641512394259684,-0.3629081893397138,1.4704065697790605,0.8259681430395953,1.5560552610288463,0.6535485758740157,-0.2366779364903829,-1.0956770484009062,-0.03597943025220917,-0.32498251693260094,-0.9801108384843825
291,Jarnell Stokes,2014,35.0,200.66,204.47,216.535,262.89,91.44,354.33,78.74,341.63,119.294696,8.2,10.0,11.92,3.26,1,0,0.42342402146388464,0.4907210805211218,0.6987894097900622,0.04585767969869911,0.26541319299954197,0.32388051229125275,0.5014598011836354,0.42259531973805153,1.9552526095167215,0.40130218585814265,-0.03597943025220917,1.1502702359687578,-0.30973901312116314
292,Johnny O'Bryant,2014,36.0,201.29500000000002,204.47,219.07500000000002,266.7,90.17,356.87,78.74,345.44,116.573144,10.8,10.0,11.57,3.45,1,0,0.4995402311637557,0.4907210805211218,0.9526446779357021,0.35243208147750993,0.1147890209021026,0.574924327665424,0.5014598011836354,0.7690252039419953,1.7117047710714877,1.4532335396617995,-0.03597943025220917,0.47970080283177685,1.2823940721164937
293,DeAndre Daniels,2014,37.0,201.29500000000002,204.47,218.44,270.51,81.28,351.79,67.31,337.82,88.904032,3.9,10.0,11.46,3.44,1,0,0.4995402311637557,0.4907210805211218,0.8891808608992907,0.6590064832563207,-0.9395801837799764,0.0728366969170871,-1.0804333885841788,0.07616543553410786,-0.7643649197883886,-1.3384304377402114,-0.03597943025220917,0.26895040956015515,1.198597593946089
294,Spencer Dinwiddie,2014,38.0,194.31,198.12,203.835,261.62,88.9,351.79,74.93,337.82,92.98636,5.4,10.0,11.254999999999999,3.28,1,0,-0.33773807553480195,-0.27367421513849083,-0.5704869309381254,-0.056333787560902966,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.39904316212053764,-0.7315469643919481,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
295,Jerami Grant,2014,39.0,199.39000000000001,202.565,220.345,271.78000000000003,88.9,351.79,74.93,337.82,97.068688,3.8,10.0,11.254999999999999,3.28,1,0,0.27119160206414933,0.26140249182323766,1.079572312008519,0.7611979505159274,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.03372140445268794,-1.378889335963429,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
296,Aaron Gordon,2014,4.0,201.93,205.105,212.725,266.7,99.06,365.76,82.55,349.25,99.79024,5.1,10.0,10.81,3.27,1,1,0.5756564408636233,0.5671606100870821,0.31800650757160537,0.35243208147750993,1.1691582255841817,1.453577681475015,1.028757531106241,1.1154550881459389,0.20982643399254602,-0.8529236590616011,-0.03597943025220917,-0.9763928234085256,-0.2259425349507584
297,Glenn Robinson,2014,40.0,196.85,200.025,208.28,255.27,105.41,360.68,92.71000000000001,347.98,95.707912,5.1,10.0,11.22,3.15,1,0,-0.033273236735328005,-0.04435562644060669,-0.12624021168326002,-0.5672911238589202,1.92227908607138,0.9514900507266781,2.434884810899856,0.9999784600779594,-0.15549532367530491,-0.8529236590616011,-0.03597943025220917,-0.1908686303052041,-1.231500272995593
298,Nick Johnson,2014,42.0,186.69,190.5,201.29500000000002,245.11,105.41,350.52,85.09,330.2,89.811216,6.1,10.0,10.8,3.27,1,0,-1.2511325919332272,-1.1909485699300273,-0.8243421990837624,-1.3848228619357483,1.92227908607138,-0.05268521077000135,1.380289351054645,-0.6166943328737795,-0.6831823069733106,-0.4483346768294256,-0.03597943025220917,-0.9955519500695819,-0.2259425349507584
299,Markel Brown,2014,44.0,189.23,191.77,205.105,254.0,110.49,364.49,92.71000000000001,346.71,83.460928,4.2,10.0,12.62,3.18,1,0,-0.9466677531337533,-1.0380695107981035,-0.4435592968653084,-0.6694825911185246,2.524775774461139,1.3280557737879322,2.434884810899856,0.8845018320099747,-1.2514605966788566,-1.2170537430705588,-0.03597943025220917,2.4914091022427196,-0.9801108384843825
300,Dwight Powell,2014,45.0,207.01,210.82,214.63,266.7,88.9,355.6,72.39,339.09000000000003,106.140528,6.2,10.0,11.28,3.2,1,0,1.1845861184625712,1.2551163761807345,0.5083979586808338,0.35243208147750993,-0.03583515119533677,0.4494024199783412,-0.3773697486873722,0.19164206360209254,0.7781047236980919,-0.4078757786062079,-0.03597943025220917,-0.07591387033886683,-0.8125178821435768
301,Jordan Clarkson,2014,46.0,191.135,195.58,203.2,248.92000000000002,97.79,346.71,83.82000000000001,332.74,84.368112,4.3,10.0,10.76,3.28,1,0,-0.7183191240341469,-0.5794323334023352,-0.6339507479745368,-1.0782484601569375,1.0185340534867422,-0.42925093383125545,1.204523441080444,-0.3857410767378153,-1.1702779838637785,-1.1765948448473413,-0.03597943025220917,-1.07218845671381,-0.14214605678035735
302,Russ Smith,2014,47.0,181.61,184.785,191.77,241.3,86.36,327.66,74.93,316.23,72.57472,3.5,10.0,11.57,3.27,1,0,-1.8600622695321751,-1.8789043360236797,-1.7762994546299047,-1.6913972637145591,-0.3370834953902172,-2.3120795491375206,-0.025837928738967956,-1.8869372416215695,-2.225651950459791,-1.5002660306330817,-0.03597943025220917,0.47970080283177685,-0.2259425349507584
303,Lamar Patterson,2014,48.0,193.04,196.215,210.82,256.54,82.55,339.09000000000003,69.85,326.39,102.511792,10.8,10.0,11.63,3.45,1,0,-0.48997049493454065,-0.502992803836375,0.12761505646237692,-0.46509965659931585,-0.788956011682537,-1.182382379953758,-0.7289015686357765,-0.9631242170777232,0.45337427243778,1.4532335396617995,-0.03597943025220917,0.5946555627981175,1.2823940721164937
304,Cameron Bairstow,2014,49.0,205.105,207.645,215.26500000000001,271.78000000000003,85.09,356.87,78.74,350.52,114.305184,8.7,10.0,11.39,3.37,1,0,0.9562374893629648,0.8729187283509299,0.5718617757172452,0.7611979505159274,-0.4877076674876566,0.574924327665424,0.5014598011836354,1.2309317162139184,1.5087482390337925,0.6035966769742304,-0.03597943025220917,0.13483652293275827,0.6120222467532705
305,Dante Exum,2014,5.0,194.31,198.12,207.01,261.62,87.63,349.25,80.01,341.63,88.904032,6.4,10.0,10.75,3.19,1,1,-0.33773807553480195,-0.27367421513849083,-0.2531678457560799,-0.056333787560902966,-0.18645932329277784,-0.17820711845708417,0.6772257111578386,0.42259531973805153,-0.7643649197883886,-0.3269579821597727,-0.03597943025220917,-1.0913475833748663,-0.8963143603139815
306,Alec Brown,2014,50.0,213.995,216.535,217.17000000000002,276.86,76.2,353.06,68.58,345.44,104.779752,7.7,10.0,12.05,3.48,1,0,2.021864425161129,1.9430721422743868,0.7622532268264736,1.1699638195543403,-1.5420768721697355,0.19835860460416993,-0.9046674786099776,0.7690252039419953,0.656330804475475,0.1990076947420553,-0.03597943025220917,1.3993388825624953,1.5337835066277004
307,Thanasis Antetokounmpo,2014,51.0,196.215,198.755,213.36,265.43,100.33,365.76,80.01,345.44,92.98636,6.1,10.0,11.39,3.18,1,0,-0.10938944643519564,-0.1972346855725306,0.3814703246080167,0.25024061421790783,1.319782397681621,1.453577681475015,0.6772257111578386,0.7690252039419953,-0.39904316212053764,-0.4483346768294256,-0.03597943025220917,0.13483652293275827,-0.9801108384843825
308,Semaj Christon,2014,55.0,186.69,191.135,199.39000000000001,251.46,92.71000000000001,344.17,77.47,328.93,84.368112,5.3,10.0,11.55,3.32,1,0,-1.2511325919332272,-1.1145090403640672,-1.0147336501929909,-0.873865525637731,0.416037365096983,-0.6802947492054211,0.3256938912094343,-0.732170960941759,-1.1702779838637785,-0.7720058626151659,-0.03597943025220917,0.44138254950966443,0.19303985590125422
309,Devyn Marble,2014,56.0,195.58,199.39000000000001,205.74,259.08,88.9,347.98,73.66,332.74,87.089664,6.9,10.0,11.32,3.28,1,0,-0.18550565613506328,-0.12079515600656693,-0.380095479828897,-0.2607167220801117,-0.03583515119533677,-0.303729026144167,-0.20160383871317106,-0.3857410767378153,-0.9267301454185446,-0.12466349104368499,-0.03597943025220917,0.000722636305361403,-0.14214605678035735
310,Jordan McRae,2014,58.0,192.405,196.215,214.63,264.16,87.63,351.79,69.85,334.01,81.192968,5.2,10.0,11.07,3.39,1,0,-0.5660867046344082,-0.502992803836375,0.5083979586808338,0.14804914695830576,-0.18645932329277784,0.0728366969170871,-0.7289015686357765,-0.2702644486698358,-1.4544171287165515,-0.8124647608383833,-0.03597943025220917,-0.47825553022105405,0.7796152030940763
311,Xavier Thames,2014,59.0,188.595,191.77,193.04,243.84,82.55,326.39,73.66,317.5,84.821704,6.4,10.0,11.48,3.48,1,0,-1.0227839628336208,-1.0380695107981035,-1.6493718205570875,-1.4870143291953526,-0.788956011682537,-2.4376014568246087,-0.20160383871317106,-1.77146061355359,-1.1296866774562395,-0.3269579821597727,-0.03597943025220917,0.30726866288226756,1.5337835066277004
312,Marcus Smart,2014,6.0,187.96,191.135,206.375,251.46,91.44,342.9,83.82000000000001,335.28000000000003,102.965384,10.6,10.0,10.82,3.26,1,1,-1.0989001725334886,-1.1145090403640672,-0.31663166279248844,-0.873865525637731,0.26541319299954197,-0.8058166568925096,1.204523441080444,-0.15478782060185114,0.493965578845319,1.3723157432153639,-0.03597943025220917,-0.9572336967474695,-0.30973901312116314
313,Cory Jefferson,2014,60.0,202.565,205.74,214.63,266.7,95.25,361.95,83.82000000000001,350.52,98.883056,5.3,10.0,12.63,3.36,1,0,0.6517726505634909,0.6436001396530457,0.5083979586808338,0.35243208147750993,0.7172857092918619,1.077011958413761,1.204523441080444,1.2309317162139184,0.12864382117746803,-0.7720058626151659,-0.03597943025220917,2.510568228903779,0.5282257685828657
314,Julius Randle,2014,7.0,202.565,205.74,213.36,267.97,90.17,358.14,73.66,341.63,113.398,9.4,10.0,11.45,3.27,1,1,0.6517726505634909,0.6436001396530457,0.3814703246080167,0.4546235487371166,0.1147890209021026,0.7004462353525068,-0.20160383871317106,0.42259531973805153,1.4275656262187146,0.8868089645367536,-0.03597943025220917,0.24979128289909552,-0.2259425349507584
315,Nik Stauskas,2014,8.0,196.215,199.39000000000001,202.565,259.08,90.17,349.25,73.66,332.74,93.893544,12.1,10.0,10.79,3.27,1,1,-0.10938944643519564,-0.12079515600656693,-0.6974145650109453,-0.2607167220801117,0.1147890209021026,-0.17820711845708417,-0.20160383871317106,-0.3857410767378153,-0.31786054930545965,1.979199216563627,-0.03597943025220917,-1.0147110767306415,-0.2259425349507584
316,Noah Vonleh,2014,9.0,203.2,207.01,224.155,274.32,93.98,368.3,78.74,353.06,112.037224,7.3,10.0,11.45,3.28,1,1,0.7278888602633585,0.7964791987849662,1.460355214226976,0.9655808850351315,0.5666615371944225,1.7046214968491864,0.5014598011836354,1.4618849723498826,1.3057917069960976,0.03717210184918498,-0.03597943025220917,0.24979128289909552,-0.14214605678035735
317,Aaron Craft,2014,,184.785,187.325,187.96,240.03,81.28,321.31,73.66,313.69,87.089664,6.1,10.0,10.78,3.26,0,1,-1.4794812210328334,-1.5731462177598354,-2.1570823568483615,-1.7935887309741634,-0.9395801837799764,-2.939689087572946,-0.20160383871317106,-2.117890497757534,-0.9267301454185446,-0.4483346768294256,-0.03597943025220917,-1.0338702033916978,-0.30973901312116314
318,Alex Kirk,2014,,206.375,210.185,222.25,278.13,80.01,358.14,72.39,350.52,114.305184,13.6,10.0,11.2,3.48,0,1,1.1084699087627035,1.1786768466147741,1.2699637631177476,1.2721552868139423,-1.0902043558774157,0.7004462353525068,-0.3773697486873722,1.2309317162139184,1.5087482390337925,2.58608268991189,-0.03597943025220917,-0.2291868836273199,1.5337835066277004
319,C.J. Fair,2014,,199.39000000000001,203.2,207.01,264.16,88.9,353.06,68.58,332.74,98.883056,5.1,10.0,11.0,3.32,0,1,0.27119160206414933,0.3378420213891979,-0.2531678457560799,0.14804914695830576,-0.03583515119533677,0.19835860460416993,-0.9046674786099776,-0.3857410767378153,0.12864382117746803,-0.8529236590616011,-0.03597943025220917,-0.6123694168484509,0.19303985590125422
320,DeAndre Kane,2014,,189.865,194.31,203.2,251.46,90.17,341.63,80.01,331.47,90.7184,5.0,10.0,10.95,3.16,0,1,-0.8705515434338822,-0.7323113925342591,-0.6339507479745368,-0.873865525637731,0.1147890209021026,-0.9313385645795924,0.6772257111578386,-0.5012177048057949,-0.6019996941582326,-0.8933825572848184,-0.03597943025220917,-0.7081650501537353,-1.1477037948251883
321,Deonte Burton,2014,,182.88,186.055,200.66,247.65,100.33,347.98,73.66,321.31,87.543256,7.7,10.0,11.28,3.28,0,1,-1.7078298501324398,-1.7260252768917559,-0.8878060161201737,-1.1804399274165418,1.319782397681621,-0.303729026144167,-0.20160383871317106,-1.4250307293496463,-0.8861388390110055,0.1990076947420553,-0.03597943025220917,-0.07591387033886683,-0.14214605678035735
322,Isaiah Austin,2014,,212.09,214.63,224.79,285.75,74.93,360.68,67.31,353.06,99.79024,7.5,10.0,11.0,3.55,0,1,1.7935157960615224,1.7137535535765027,1.5238190312633846,1.8853040903715639,-1.692701044267175,0.9514900507266781,-1.0804333885841788,1.4618849723498826,0.20982643399254602,0.11808989829562014,-0.03597943025220917,-0.6123694168484509,2.1203588538205187
323,Jabari Brown,2014,,190.5,193.675,203.835,254.0,81.28,335.28000000000003,71.12,325.12,91.625584,6.1,10.0,11.6,3.5,0,1,-0.7944353337340145,-0.8087509221002194,-0.5704869309381254,-0.6694825911185246,-0.9395801837799764,-1.558948103015012,-0.5531356586615733,-1.0786008451457028,-0.5208170813431546,-0.4483346768294256,-0.03597943025220917,0.5371781828149454,1.7013764629685062
324,Jahii Carson,2014,,177.165,180.34,187.96,236.22,110.49,346.71,85.09,321.31,81.64656,6.5,10.0,11.26,3.24,0,1,-2.392875737431259,-2.4139810429854083,-2.1570823568483615,-2.100163132752974,2.524775774461139,-0.42925093383125545,1.380289351054645,-1.4250307293496463,-1.4138258223090125,-0.2864990839365553,-0.03597943025220917,-0.11423212366097925,-0.4773319694619652
325,James McAdoo,2014,,201.93,205.105,219.07500000000002,270.51,86.36,356.87,74.93,345.44,103.418976,6.2,10.0,11.61,3.28,0,1,0.5756564408636233,0.5671606100870821,0.9526446779357021,0.6590064832563207,-0.3370834953902172,0.574924327665424,-0.025837928738967956,0.7690252039419953,0.5345568852528579,-0.4078757786062079,-0.03597943025220917,0.5563373094760017,-0.14214605678035735
326,Jordan Bachynski,2014,,216.535,218.44,223.52,275.59000000000003,83.82000000000001,359.41,73.66,349.25,115.212368,7.5,10.0,12.15,3.36,0,1,2.3263292639606026,2.1723907309722708,1.3968913971905674,1.0677723522947382,-0.638331839585096,0.8259681430395953,-0.20160383871317106,1.1154550881459389,1.5899308518488706,0.11808989829562014,-0.03597943025220917,1.5909301491730607,0.5282257685828657
327,Kendall Williams,2014,,188.595,192.405,196.85,251.46,83.82000000000001,335.28000000000003,68.58,320.04,83.007336,7.2,10.0,10.83,3.28,0,1,-1.0227839628336208,-0.9616299812321433,-1.2685889183386307,-0.873865525637731,-0.638331839585096,-1.558948103015012,-0.9046674786099776,-1.5405073574176258,-1.2920519030863955,-0.0032867963740324207,-0.03597943025220917,-0.9380745700864133,-0.14214605678035735
328,Khem Birch,2014,,201.93,206.375,215.9,271.78000000000003,90.17,361.95,77.47,349.25,94.80072799999999,6.0,10.0,11.6,3.26,0,1,0.5756564408636233,0.720039669219006,0.6353255927536537,0.7611979505159274,0.1147890209021026,1.077011958413761,0.3256938912094343,1.1154550881459389,-0.2366779364903829,-0.48879357505264304,-0.03597943025220917,0.5371781828149454,-0.30973901312116314
329,LaQuinton Ross,2014,,199.39000000000001,201.93,217.805,269.24,78.74,347.98,63.5,332.74,108.408488,16.3,10.0,11.97,3.44,0,1,0.27119160206414933,0.18496296225727743,0.8257170438628821,0.5568150159967187,-1.2408285279748568,-0.303729026144167,-1.6077311185067842,-0.3857410767378153,0.981061255735787,3.6784729419387645,-0.03597943025220917,1.2460658692740423,1.198597593946089
330,Melvin Ejim,2014,,196.215,200.66,211.455,262.89,88.9,351.79,74.93,337.82,99.336648,6.5,10.0,11.55,3.14,0,1,-0.10938944643519564,0.032083903125353544,0.1910788734987883,0.04585767969869911,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.16923512758500703,-0.2864990839365553,-0.03597943025220917,0.44138254950966443,-1.315296751165994
331,Patric Young,2014,,204.47,208.28,217.805,262.89,95.25,358.14,81.28,344.17,112.037224,5.5,10.0,11.18,3.43,0,1,0.8801212796630973,0.9493582579168901,0.8257170438628821,0.04585767969869911,0.7172857092918619,0.7004462353525068,0.8529916211320397,0.6535485758740157,1.3057917069960976,-0.6910880661687308,-0.03597943025220917,-0.26750513694943234,1.1148011157756879
