Height (No Shoes)_zscore,Height (With Shoes)_zscore,Wingspan_zscore,Standing reach_zscore,Vertical (Max)_zscore,Vertical (Max Reach)_zscore,Vertical (No Step)_zscore,Vertical (No Step Reach)_zscore,Weight_zscore,Body Fat_zscore,Bench_zscore,Agility_zscore,Sprint_zscore
-0.794435334,-0.885190452,-1.078197467,-0.465099657,-1.240828528,-1.558948103,-1.080433389,-1.194077473,-1.089095371,-0.691088066,-1.950825873,0.249791283,-0.225942535
0.575656441,0.56716061,0.508397959,0.863389418,0.416037365,1.453577681,0.852991621,1.5773616,0.331600353,-0.529252473,-1.403726889,-0.01843649,-0.058349579
0.88012128,0.949358258,1.206499946,0.863389418,-0.186459323,0.951490051,-0.025837929,0.99997846,0.940469949,0.320384389,-0.03597943,1.016156349,-0.225942535
0.80400507,0.720039669,0.889180861,0.659006483,-0.63833184,0.323880512,-0.377369749,0.538071948,1.102835175,0.441761084,-0.309528922,0.364746043,-0.309739013
0.042842973,-0.120795156,0.000687422,0.04585768,0.265413193,0.323880512,1.028757531,0.769025204,-0.399043162,-0.974300354,-0.03597943,-1.62780313,-0.980110838
1.108469909,1.102237317,1.777674299,0.965580885,-0.035835151,0.072836697,-0.025837929,0.076165436,0.291009047,0.279925491,-0.03597943,-0.123811687,-0.142146057
-0.642202914,-0.579432333,-0.824342199,-1.384822862,0.717285709,-1.056860472,1.028757531,-0.847647589,-0.480225775,-0.407875779,-2.497924856,0.422223423,0.193039856
1.869632006,1.943072142,1.143036129,0.965580885,-0.788956012,0.574924328,0.149927981,1.230931716,1.427565626,-0.61017027,2.425965996,0.03904089,0.947208159
-0.489970495,-0.502992804,0.127615056,-0.260716722,0.867909881,0.44940242,0.677225711,0.191642064,-1.454417129,-1.095677048,-1.403726889,-0.65068767,-0.393535491
-0.718319124,-0.808750922,-1.268588918,-1.487014329,0.566661537,-1.307904288,0.501459801,-1.309554101,-0.683182307,0.239466593,-0.03597943,1.361020629,-0.561128448
1.032353699,1.102237317,1.650746665,1.783112623,-1.542076872,0.951490051,-1.431965209,1.115455088,0.047461208,0.563137779,-1.403726889,-0.123811687,-0.142146057
0.499540231,0.56716061,0.381470325,-0.158525255,0.566661537,0.323880512,1.028757531,0.538071948,-0.317860549,-0.772005863,-1.403726889,-0.861438063,-0.393535491
0.423424021,0.337842021,0.381470325,0.250240614,-0.035835151,0.072836697,-0.025837929,0.076165436,1.874069997,1.372315743,-0.03597943,-0.123811687,-0.142146057
1.717399586,1.713753554,0.381470325,0.250240614,-0.337083495,0.072836697,0.149927981,0.42259532,1.305791707,-0.326957982,1.60531752,-0.36330077,0.863411681
0.80400507,0.796479199,0.952644678,0.761197951,-0.186459323,0.825968143,-0.025837929,0.884501832,1.508748239,0.199007695,0.511119553,0.479700803,0.863411681
0.88012128,0.796479199,1.396891397,0.761197951,-1.3914527,-0.178207118,-0.377369749,0.653548576,0.778104724,0.158548797,-0.03597943,1.092792856,3.125916592
0.042842973,0.184962962,0.381470325,0.250240614,0.114789021,0.44940242,0.852991621,0.884501832,0.737513417,-0.084204593,-1.130177397,0.862883336,-0.980110838
0.651772651,0.64360014,0.69878941,0.454623549,-1.240828528,-0.429250934,-0.025837929,0.538071948,2.158209142,1.412774641,-0.309528922,2.778796002,4.299067286
1.565167167,1.560874494,1.016108495,1.374346754,-1.240828528,0.700446235,-0.025837929,1.5773616,1.630522158,0.805891168,-0.309528922,1.571771023,1.198597594
-0.718319124,-0.808750922,-0.507023114,-1.07824846,0.416037365,-0.931338565,0.325693891,-0.963124217,-0.114904017,-0.043745695,-0.03597943,0.077359143,0.612022247
-0.642202914,-0.579432333,-1.01473365,-1.07824846,-0.035835151,0.072836697,-0.025837929,0.076165436,-1.089095371,-1.459807132,-1.677276381,-0.123811687,-0.142146057
-0.261621866,-0.273674215,-0.38009548,-0.465099657,0.114789021,-0.429250934,0.149927981,-0.385741077,-0.480225775,-0.812464761,-0.03597943,-1.091347583,-0.477331969
1.489050957,1.484434965,0.571861776,0.454623549,1.621030742,1.955665312,1.556055261,1.5773616,1.508748239,1.695986929,1.331768029,-1.302097977,0.528225769
1.184586118,1.178676847,0.952644678,0.659006483,0.717285709,1.453577681,1.380289351,1.692838228,0.737513417,0.199007695,-0.03597943,0.000722636,-0.644924926
1.412934748,1.331555906,0.825717044,0.761197951,1.018534053,1.830143405,1.204523441,1.692838228,0.778104724,-1.05521815,0.237570062,-0.01843649,-0.89631436
-1.403365011,-1.496706688,-0.824342199,-1.384822862,1.621030742,-0.303729026,1.028757531,-0.847647589,-1.413825822,-0.36741688,-0.583078414,-1.28293885,-0.89631436
-0.718319124,-0.655871863,-0.633950748,-0.669482591,1.169158226,0.198358605,1.204523441,0.076165436,-0.520817081,-0.488793575,-0.583078414,-0.70816505,-0.142146057
1.260702328,1.407995435,1.841138116,0.965580885,-0.487707667,0.825968143,1.556055261,2.154744741,1.995843916,-0.691088066,2.152416504,1.974112682,-0.058349579
0.118959183,0.108523433,-1.078197467,-0.362908189,1.47040657,0.825968143,1.380289351,0.538071948,-0.074312711,-1.217053743,1.331768029,-0.861438063,-0.058349579
0.271191602,0.184962962,-0.824342199,-0.669482591,-0.035835151,0.072836697,-0.025837929,0.076165436,-0.561408388,-0.812464761,-0.03597943,-0.123811687,-0.142146057
0.956237489,0.949358258,1.143036129,1.067772352,-0.788956012,0.700446235,0.149927981,1.346408344,0.615739498,-0.893382557,-1.130177397,0.996997223,0.863411681
-0.261621866,-0.120795156,-0.316631663,-0.771674058,-0.186459323,-1.056860472,0.501459801,-0.501217705,1.062243869,0.724973372,2.699515487,0.249791283,0.612022247
0.042842973,0.184962962,0.69878941,0.352432081,-0.63833184,-0.052685211,-0.553135659,0.076165436,0.859287337,1.655528031,-0.309528922,-0.59321029,0.863411681
-0.566086705,-0.502992804,0.191078873,-0.873865526,1.319782398,0.072836697,0.852991621,-0.385741077,0.37219166,-0.084204593,0.784669045,-0.65068767,-0.393535491
0.271191602,0.261402492,1.079572312,0.659006483,0.566661537,1.328055774,0.852991621,1.346408344,0.37219166,-0.043745695,0.784669045,-1.608644003,-0.142146057
0.956237489,0.949358258,0.69878941,0.352432081,0.265413193,0.700446235,0.325693891,0.653548576,0.169235128,0.239466593,-0.583078414,-0.516573784,1.533783507
0.347307812,0.414281551,0.064151239,-0.056333788,-1.240828528,-1.056860472,-0.553135659,-0.385741077,0.047461208,0.239466593,-1.677276381,0.249791283,1.449987028
-0.946667753,-0.885190452,-0.824342199,-1.07824846,-0.035835151,0.072836697,-0.025837929,0.076165436,0.25041774,0.522678881,-0.03597943,-0.123811687,-0.142146057
-0.185505656,-0.273674215,-0.189704029,-0.158525255,-0.337083495,-0.429250934,0.149927981,-0.039311193,-1.657373661,-1.257512641,-0.03597943,2.261499582,2.539341245
-0.870551543,-0.885190452,-1.078197467,-1.180439927,0.416037365,-1.056860472,0.852991621,-0.732170961,-1.535599742,-1.217053743,-0.03597943,0.307268663,-0.812517882
-0.718319124,-0.655871863,-0.951269833,-0.976056993,-0.487707667,-1.558948103,-0.201603839,-1.194077473,-0.642591001,-0.205581287,-2.224375364,-0.382459897,0.947208159
0.499540231,0.56716061,0.064151239,0.148049147,-0.788956012,-0.429250934,-0.904667479,-0.385741077,1.062243869,1.372315743,1.058218537,0.518019056,1.198597594
-0.337738076,-0.350113745,-1.01473365,-1.07824846,0.416037365,-0.931338565,-0.201603839,-1.309554101,-0.926730145,-1.176594845,-0.03597943,-1.39789361,0.276836334
0.118959183,0.184962962,-0.38009548,-0.465099657,0.566661537,-0.052685211,1.204523441,0.307118692,0.737513417,0.118089898,1.058218537,0.03904089,0.109243378
-0.185505656,-0.197234686,-0.951269833,-0.873865526,0.416037365,-0.680294749,0.501459801,-0.616694333,-0.845547533,-0.569711371,0.237570062,-0.669846797,1.031004638
0.88012128,0.949358258,1.587282848,0.659006483,-1.090204356,-0.052685211,0.677225711,1.230931716,1.062243869,0.320384389,-0.03597943,0.632973816,1.952765897
0.651772651,0.56716061,1.206499946,0.556815016,0.114789021,0.825968143,-0.377369749,0.42259532,1.184017788,-0.893382557,1.331768029,1.226906743,-1.063907317
0.118959183,0.032083903,0.127615056,0.148049147,-0.035835151,0.198358605,-0.377369749,-0.039311193,0.006869902,0.563137779,-1.130177397,-0.123811687,1.36619055
-1.251132592,-1.19094857,-0.887806016,-1.487014329,1.922279086,-0.178207118,1.380289351,-0.732170961,-0.114904017,-0.084204593,1.878867012,-1.072188457,-0.728721404
0.499540231,0.490721081,-0.507023114,-0.260716722,-1.542076872,-1.558948103,-0.728901569,-0.732170961,0.128643821,0.886808965,0.784669045,0.460541676,0.947208159
-1.022783963,-1.11450904,-1.395516552,-1.793588731,1.47040657,-0.931338565,1.380289351,-1.078600845,-1.089095371,-0.246040186,-0.583078414,-0.957233697,-0.89631436
-1.175016382,-1.267388099,-0.697414565,-1.589205796,1.319782398,-0.805816657,1.731821171,-0.616694333,-1.048504065,-0.529252473,0.784669045,-0.324982517,0.360632812
0.423424021,0.337842021,0.191078873,-0.362908189,1.319782398,0.700446235,2.962182541,1.5773616,0.534556885,0.967726761,1.331768029,-0.746483303,-1.147703795
0.118959183,0.032083903,-0.824342199,-0.567291124,0.717285709,-0.052685211,0.501459801,-0.270264449,-0.723773613,-1.621642725,-2.224375364,0.882042463,-0.142146057
1.260702328,1.484434965,1.968065751,1.272155287,-0.487707667,1.202533866,0.677225711,1.923791485,2.604713512,0.118089898,-0.03597943,-0.93807457,0.779615203
0.72788886,0.56716061,0.254542691,0.04585768,-0.337083495,-0.178207118,-0.201603839,-0.039311193,0.981061256,0.76543227,-0.03597943,0.058200016,1.617579985
1.336818538,1.484434965,1.396891397,0.965580885,-1.692701044,-0.178207118,-1.080433389,0.42259532,1.062243869,0.199007695,-0.856627906,1.935794429,1.198597594
0.347307812,0.337842021,-0.253167846,-0.158525255,0.416037365,0.198358605,-0.377369749,-0.385741077,-0.358451856,-0.488793575,-1.130177397,0.767087703,0.695818725
-1.403365011,-1.420267159,-1.332052735,-1.487014329,-1.692701044,-3.190732903,-1.256199299,-2.464320382,-0.520817081,2.141034809,-1.950825873,0.690451196,1.449987028
0.72788886,0.64360014,0.952644678,0.659006483,-0.788956012,0.198358605,-0.025837929,0.769025204,0.088052515,1.048644557,2.425965996,-1.321257103,0.695818725
-1.403365011,-1.496706688,-1.903227089,-2.2023546,0.416037365,-2.312079549,1.204523441,-1.655983985,-0.886138839,-0.691088066,1.058218537,-1.436211863,-0.89631436
0.195075392,0.184962962,0.762253227,0.352432081,-0.788956012,-0.178207118,-0.728901569,-0.039311193,1.468156933,1.615069133,1.878867012,1.188588489,2.539341245
-1.403365011,-1.496706688,-1.649371821,-1.793588731,-0.788956012,-2.81416718,-0.904667479,-2.57979701,-0.358451856,-0.569711371,1.878867012,-0.114232124,0.0254469
-0.109389446,-0.197234686,-0.126240212,-0.669482591,1.47040657,0.44940242,0.677225711,-0.270264449,0.047461208,-0.61017027,1.058218537,0.767087703,1.449987028
-2.164527108,-2.184662454,-1.268588918,-1.793588731,-0.035835151,-2.186557641,-0.553135659,-2.348843754,-1.129686677,0.522678881,0.511119553,-0.612369417,1.031004638
-0.489970495,-0.579432333,-0.253167846,-0.260716722,-0.788956012,-0.931338565,-0.728901569,-0.732170961,0.006869902,1.655528031,-0.583078414,0.15399565,1.114801116
-1.022783963,-1.11450904,-1.078197467,-1.384822862,1.018534053,-0.805816657,0.852991621,-0.963124217,-0.723773613,0.563137779,0.784669045,-0.574051164,0.193039856
-0.261621866,-0.350113745,-0.824342199,-0.465099657,1.771654914,0.951490051,0.677225711,-0.039311193,-1.251460597,-1.136135947,-0.583078414,-1.22546147,-0.644924926
1.565167167,1.560874494,1.523819031,1.272155287,-0.63833184,1.077011958,-0.377369749,1.230931716,1.630522158,-0.205581287,1.60531752,1.016156349,0.863411681
1.565167167,1.560874494,-0.189704029,0.965580885,-1.692701044,-0.178207118,-1.783497028,-0.039311193,0.778104724,-0.205581287,-1.403726889,0.192313903,2.455544767
-0.261621866,-0.197234686,0.127615056,0.250240614,0.566661537,0.825968143,-0.025837929,0.307118692,0.291009047,0.724973372,-0.03597943,-0.631528544,0.193039856
-1.403365011,-1.496706688,-0.697414565,-1.07824846,-0.337083495,-1.558948103,0.149927981,-1.078600845,-2.022695418,-1.257512641,-2.497924856,-0.439937277,-0.728721404
-2.240643318,-2.261101984,-2.982111978,-2.815503404,2.675399947,-1.18238238,1.731821171,-2.00241387,-1.77914758,-1.378889336,0.511119553,-1.302097977,-1.81807562
-0.718319124,-0.808750922,-0.316631663,-0.567291124,2.072903258,1.077011958,1.204523441,0.191642064,-0.074312711,-0.246040186,1.331768029,-1.206302343,-0.393535491
0.118959183,0.108523433,0.254542691,0.454623549,0.416037365,0.951490051,0.149927981,0.653548576,-0.683182307,-0.933841456,-0.856627906,-1.838553523,-0.393535491
1.260702328,1.178676847,1.269963763,1.680921156,-0.035835151,0.072836697,-0.025837929,0.076165436,0.615739498,-0.731546964,-0.03597943,-0.123811687,-0.142146057
1.717399586,1.713753554,0.127615056,0.965580885,0.265413193,1.453577681,0.325693891,1.346408344,0.940469949,-0.407875779,1.058218537,-0.82311981,-0.058349579
-0.033273237,0.032083903,-0.38009548,-0.056333788,0.717285709,0.574924328,-0.025837929,-0.039311193,0.453374272,0.158548797,1.058218537,-1.05302933,-0.89631436
-0.337738076,-0.197234686,-0.887806016,-0.465099657,0.717285709,0.072836697,0.677225711,-0.039311193,-0.642591001,-0.448334677,1.60531752,-1.22546147,-0.393535491
0.042842973,0.032083903,-0.443559297,-0.260716722,0.416037365,0.072836697,0.501459801,0.076165436,-0.601999694,-0.084204593,0.237570062,0.019881763,0.109243378
0.195075392,0.032083903,0.127615056,0.250240614,0.416037365,0.700446235,0.149927981,0.42259532,-0.358451856,-0.043745695,-0.03597943,0.077359143,0.360632812
2.097980635,2.172390731,2.539240104,2.396261427,-1.843325216,1.453577681,-1.607731119,1.692838228,0.940469949,-1.136135947,-0.856627906,2.932069015,2.28795181
-0.566086705,-0.502992804,-0.253167846,-0.260716722,0.265413193,-0.052685211,0.149927981,-0.154787821,-1.048504065,-1.05521815,-2.497924856,-1.091347583,-0.225942535
0.575656441,0.490721081,0.762253227,0.454623549,0.265413193,0.825968143,-0.904667479,-0.039311193,-0.683182307,-0.205581287,-0.309528922,-0.13339125,0.863411681
-0.109389446,-0.197234686,0.191078873,0.04585768,0.265413193,0.323880512,0.325693891,0.307118692,-0.723773613,-1.014759252,-0.03597943,-1.244620597,0.193039856
-0.261621866,-0.197234686,-0.316631663,0.04585768,1.018534053,0.951490051,0.852991621,0.653548576,-0.480225775,-1.581183827,1.331768029,-0.30582339,-0.393535491
-2.012294689,-2.108222925,-1.522444186,-1.793588731,1.621030742,-0.805816657,1.204523441,-1.194077473,-1.089095371,-0.529252473,1.60531752,-0.65068767,-0.644924926
-0.337738076,-0.350113745,-0.316631663,-0.362908189,1.621030742,0.951490051,1.204523441,0.42259532,-0.155495324,0.522678881,-0.03597943,-0.631528544,-0.393535491
-1.63171364,-1.573146218,-1.839763272,-1.384822862,1.47040657,-0.429250934,0.325693891,-1.309554101,-0.967321452,0.037172102,-1.403726889,-0.957233697,-0.393535491
0.575656441,0.56716061,1.016108495,0.659006483,0.867909881,1.579099589,1.380289351,1.692838228,0.859287337,-0.650629168,0.784669045,0.958678969,1.868969419
-0.642202914,-0.655871863,-1.712835638,-1.07824846,-0.035835151,0.072836697,-0.025837929,0.076165436,-0.76436492,-0.691088066,-0.583078414,-0.123811687,-0.142146057
1.565167167,1.713753554,0.889180861,1.476538221,-1.843325216,0.323880512,-1.080433389,0.99997846,0.291009047,0.603596677,-0.03597943,2.242340456,1.449987028
1.565167167,1.637314024,0.064151239,0.556815016,0.717285709,1.328055774,2.083352991,2.039268113,0.615739498,-0.974300354,1.878867012,-0.957233697,-1.231500273
0.956237489,1.025797787,0.889180861,1.16996382,-0.337083495,1.202533866,-0.377369749,1.115455088,0.696922111,1.170021252,-2.224375364,1.016156349,1.785172941
-0.489970495,-0.502992804,0.191078873,0.04585768,-0.035835151,0.072836697,-0.025837929,0.076165436,-0.967321452,0.441761084,-0.03597943,-0.123811687,-0.142146057
-2.468991947,-2.566860102,-3.172503429,-2.713311936,-0.035835151,0.072836697,-0.025837929,0.076165436,-1.576191048,-1.095677048,-0.03597943,-0.123811687,-0.142146057
-0.261621866,-0.273674215,-0.824342199,-0.158525255,-0.487707667,-0.554772842,-0.904667479,-0.732170961,-0.723773613,1.250939049,-1.677276381,-1.148824963,0.193039856
1.412934748,1.407995435,0.635325593,0.965580885,-0.487707667,0.825968143,-0.553135659,0.769025204,0.615739498,-0.165122389,-1.403726889,0.843724209,1.198597594
-1.251132592,-1.19094857,-1.205125101,-1.07824846,-0.035835151,0.072836697,-0.025837929,0.076165436,-1.495008435,-1.136135947,-1.403726889,-0.123811687,-0.142146057
1.260702328,1.484434965,0.254542691,1.374346754,-0.035835151,0.072836697,-0.025837929,0.076165436,0.534556885,3.071589469,-0.03597943,-0.123811687,-0.142146057
0.956237489,0.796479199,0.000687422,0.965580885,-1.692701044,-0.178207118,-1.783497028,-0.039311193,1.021652562,0.320384389,0.784669045,1.667566656,2.28795181
0.042842973,0.032083903,0.254542691,0.250240614,0.416037365,0.700446235,-0.025837929,0.307118692,-0.561408388,-1.095677048,-0.856627906,0.44138255,0.863411681
-0.489970495,-0.502992804,-0.887806016,-0.669482591,-0.337083495,-1.056860472,-0.553135659,-1.078600845,-1.048504065,-1.29797154,-0.583078414,0.882042463,0.863411681
1.489050957,1.560874494,0.889180861,1.374346754,-0.035835151,0.072836697,-0.025837929,0.076165436,1.95525261,0.967726761,0.511119553,-0.123811687,-0.142146057
-1.86006227,-1.802464806,-1.903227089,-2.100163133,1.922279086,-0.931338565,1.380289351,-1.425030729,-1.373234516,-0.448334677,1.331768029,-1.39789361,-1.147703795
-0.185505656,0.032083903,-0.126240212,0.148049147,-0.939580184,-0.554772842,-0.377369749,-0.039311193,0.209826434,0.76543227,-1.403726889,3.104501155,1.952765897
1.336818538,1.484434965,1.33342758,1.374346754,-0.035835151,0.072836697,-0.025837929,0.076165436,-0.358451856,-1.217053743,-0.03597943,-0.123811687,-0.142146057
-0.642202914,-0.655871863,-0.697414565,-0.567291124,2.072903258,1.077011958,1.028757531,0.076165436,-1.048504065,-0.893382557,-1.130177397,1.054474603,-0.225942535
-0.337738076,-0.426553274,-0.633950748,-0.567291124,-0.186459323,-0.805816657,-0.201603839,-0.732170961,-0.439634469,-0.286499084,-0.856627906,-1.378734483,-1.482889708
-1.78394606,-1.726025277,-1.268588918,-1.180439927,0.416037365,-1.056860472,-0.025837929,-1.309554101,-1.129686677,-0.124663491,-1.950825873,-0.229186884,-1.147703795
-0.261621866,-0.350113745,0.635325593,-0.873865526,1.621030742,0.323880512,1.731821171,0.191642064,0.696922111,0.118089898,0.784669045,0.652132943,0.193039856
-1.022783963,-1.038069511,-0.570486931,-0.873865526,-0.035835151,0.072836697,-0.025837929,0.076165436,-1.454417129,-1.014759252,-0.03597943,-0.123811687,-0.142146057
0.88012128,1.025797787,0.762253227,1.067772352,-1.090204356,0.44940242,-1.256199299,0.42259532,1.102835175,0.563137779,-0.856627906,-0.19086863,1.701376463
-0.870551543,-0.885190452,-0.062776395,-1.07824846,1.319782398,-0.178207118,1.380289351,-0.270264449,-0.561408388,-0.772005863,1.331768029,-0.30582339,0.612022247
0.575656441,0.56716061,0.952644678,0.250240614,1.621030742,1.704621497,1.028757531,0.99997846,-0.236677936,0.320384389,-0.03597943,-2.164258676,-1.650482664
1.336818538,1.407995435,1.396891397,1.16996382,-0.788956012,0.825968143,-0.553135659,0.99997846,0.981061256,0.482219982,-0.583078414,2.740477749,0.863411681
0.575656441,0.64360014,0.762253227,0.761197951,-0.939580184,0.198358605,0.149927981,0.99997846,1.062243869,-0.569711371,0.784669045,0.977838096,0.44442929
0.423424021,0.337842021,0.635325593,0.556815016,-0.939580184,-0.052685211,-0.201603839,0.538071948,0.25041774,0.360843288,-1.403726889,-0.803960683,0.695818725
0.956237489,0.949358258,1.143036129,0.659006483,0.867909881,1.579099589,1.556055261,1.808314857,1.102835175,0.118089898,-0.309528922,0.288109536,1.198597594
-1.327248802,-1.267388099,-1.078197467,-1.07824846,-0.487707667,-1.684470011,-0.728901569,-1.655983985,-1.413825822,-0.488793575,-2.224375364,-1.302097977,0.360632812
1.184586118,1.102237317,1.016108495,1.16996382,-0.186459323,1.328055774,0.501459801,1.692838228,-0.317860549,-0.812464761,-0.03597943,0.32642779,0.193039856
-2.468991947,-2.261101984,-2.09361854,-2.304546067,1.018534053,-1.935513826,1.204523441,-1.771460614,-1.535599742,-1.014759252,-0.856627906,-0.88059719,-1.399093229
0.195075392,0.184962962,-0.062776395,0.454623549,-0.035835151,0.072836697,-0.025837929,0.076165436,1.427565626,0.644055575,-0.03597943,-0.123811687,-0.142146057
0.195075392,0.184962962,0.825717044,0.556815016,0.265413193,0.951490051,-0.025837929,0.653548576,-0.236677936,-1.014759252,-0.309528922,0.709610323,0.360632812
-1.403365011,-1.19094857,-1.649371821,-1.180439927,-0.035835151,0.072836697,-0.025837929,0.076165436,-1.454417129,0.967726761,-0.03597943,-0.123811687,-0.142146057
0.347307812,0.337842021,1.396891397,0.659006483,0.416037365,1.202533866,0.149927981,0.884501832,0.859287337,-0.529252473,2.973064979,1.322702376,0.193039856
-0.642202914,-0.502992804,-1.141661284,-0.567291124,0.717285709,-0.052685211,-0.553135659,-0.963124217,-0.723773613,-1.05521815,-1.677276381,-1.761917017,-1.315296751
0.042842973,0.032083903,0.444934142,0.352432081,-0.186459323,0.323880512,-0.553135659,0.076165436,-0.19608663,-0.124663491,-1.950825873,0.690451196,0.695818725
-0.946667753,-0.961629981,-0.633950748,-0.976056993,0.114789021,-1.056860472,0.677225711,-0.616694333,-1.21086929,-0.61017027,-0.03597943,-0.497414657,-0.561128448
0.195075392,0.261402492,-0.316631663,-0.056333788,0.416037365,0.323880512,-0.377369749,-0.270264449,0.128643821,-0.043745695,-0.03597943,-0.42077815,-0.058349579
-0.337738076,-0.350113745,-0.570486931,-0.669482591,1.922279086,0.825968143,1.380289351,0.191642064,-1.373234516,-1.014759252,-0.03597943,-1.723598763,-0.89631436
0.423424021,0.414281551,-0.062776395,0.148049147,0.114789021,0.323880512,-0.904667479,-0.385741077,0.209826434,0.320384389,-0.03597943,-0.42077815,-0.309739013
1.032353699,0.872918728,1.396891397,1.16996382,-0.035835151,0.072836697,-0.025837929,0.076165436,0.981061256,0.158548797,-0.03597943,-0.123811687,-0.142146057
-0.109389446,-0.044355626,0.381470325,0.148049147,0.114789021,0.323880512,-0.553135659,-0.154787821,-0.074312711,-0.852923659,-0.03597943,-0.123811687,-0.142146057
-1.403365011,-1.343827629,-0.824342199,-1.07824846,0.265413193,-1.056860472,-0.201603839,-1.309554101,-1.332643209,-0.407875779,-0.03597943,-0.382459897,0.0254469
-0.946667753,-0.732311393,-0.951269833,-1.487014329,-0.035835151,0.072836697,-0.025837929,0.076165436,-0.399043162,-1.05521815,-0.03597943,-0.123811687,-0.142146057
-0.642202914,-0.655871863,-0.126240212,-0.260716722,-1.692701044,-1.684470011,-1.783497028,-1.425030729,-0.236677936,1.45323354,-0.03597943,1.552611896,1.701376463
0.499540231,0.490721081,-0.507023114,-0.056333788,0.265413193,0.198358605,-0.201603839,-0.154787821,-0.277269243,0.118089898,-0.03597943,-0.210027757,0.695818725
-2.012294689,-1.802464806,-1.839763272,-2.100163133,0.717285709,-1.935513826,0.325693891,-2.117890498,-1.616782354,0.077631,-0.03597943,0.537178183,-0.812517882
-0.413854285,-0.502992804,-0.38009548,-0.465099657,0.566661537,-0.052685211,0.852991621,0.076165436,0.575148192,0.401302186,-0.03597943,-0.382459897,0.193039856
-0.642202914,-0.579432333,-0.189704029,-0.567291124,0.717285709,-0.052685211,0.501459801,-0.270264449,-0.561408388,-0.286499084,-0.03597943,-0.037595617,-0.644924926
0.575656441,0.490721081,1.079572312,0.863389418,-0.035835151,0.072836697,-0.025837929,0.076165436,0.615739498,2.505164893,-0.03597943,-0.123811687,-0.142146057
-0.337738076,-0.273674215,0.191078873,-0.260716722,0.566661537,0.198358605,1.204523441,0.538071948,-0.76436492,-1.095677048,-0.03597943,2.663841242,-1.650482664
-0.261621866,-0.197234686,-1.141661284,-0.669482591,-0.487707667,-1.18238238,-0.377369749,-0.963124217,0.006869902,-0.407875779,-0.03597943,-0.401619024,0.109243378
0.118959183,0.108523433,0.064151239,-0.362908189,1.47040657,0.825968143,1.556055261,0.653548576,-0.236677936,-1.095677048,-0.03597943,-0.324982517,-0.980110838
0.423424021,0.490721081,0.69878941,0.04585768,0.265413193,0.323880512,0.501459801,0.42259532,1.95525261,0.401302186,-0.03597943,1.150270236,-0.309739013
0.499540231,0.490721081,0.952644678,0.352432081,0.114789021,0.574924328,0.501459801,0.769025204,1.711704771,1.45323354,-0.03597943,0.479700803,1.282394072
0.499540231,0.490721081,0.889180861,0.659006483,-0.939580184,0.072836697,-1.080433389,0.076165436,-0.76436492,-1.338430438,-0.03597943,0.26895041,1.198597594
-0.337738076,-0.273674215,-0.570486931,-0.056333788,-0.035835151,0.072836697,-0.025837929,0.076165436,-0.399043162,-0.731546964,-0.03597943,-0.123811687,-0.142146057
0.271191602,0.261402492,1.079572312,0.761197951,-0.035835151,0.072836697,-0.025837929,0.076165436,-0.033721404,-1.378889336,-0.03597943,-0.123811687,-0.142146057
0.575656441,0.56716061,0.318006508,0.352432081,1.169158226,1.453577681,1.028757531,1.115455088,0.209826434,-0.852923659,-0.03597943,-0.976392823,-0.225942535
-0.033273237,-0.044355626,-0.126240212,-0.567291124,1.922279086,0.951490051,2.434884811,0.99997846,-0.155495324,-0.852923659,-0.03597943,-0.19086863,-1.231500273
-1.251132592,-1.19094857,-0.824342199,-1.384822862,1.922279086,-0.052685211,1.380289351,-0.616694333,-0.683182307,-0.448334677,-0.03597943,-0.99555195,-0.225942535
-0.946667753,-1.038069511,-0.443559297,-0.669482591,2.524775774,1.328055774,2.434884811,0.884501832,-1.251460597,-1.217053743,-0.03597943,2.491409102,-0.980110838
1.184586118,1.255116376,0.508397959,0.352432081,-0.035835151,0.44940242,-0.377369749,0.191642064,0.778104724,-0.407875779,-0.03597943,-0.07591387,-0.812517882
-0.718319124,-0.579432333,-0.633950748,-1.07824846,1.018534053,-0.429250934,1.204523441,-0.385741077,-1.170277984,-1.176594845,-0.03597943,-1.072188457,-0.142146057
-1.86006227,-1.878904336,-1.776299455,-1.691397264,-0.337083495,-2.312079549,-0.025837929,-1.886937242,-2.22565195,-1.500266031,-0.03597943,0.479700803,-0.225942535
-0.489970495,-0.502992804,0.127615056,-0.465099657,-0.788956012,-1.18238238,-0.728901569,-0.963124217,0.453374272,1.45323354,-0.03597943,0.594655563,1.282394072
0.956237489,0.872918728,0.571861776,0.761197951,-0.487707667,0.574924328,0.501459801,1.230931716,1.508748239,0.603596677,-0.03597943,0.134836523,0.612022247
-0.337738076,-0.273674215,-0.253167846,-0.056333788,-0.186459323,-0.178207118,0.677225711,0.42259532,-0.76436492,-0.326957982,-0.03597943,-1.091347583,-0.89631436
2.021864425,1.943072142,0.762253227,1.16996382,-1.542076872,0.198358605,-0.904667479,0.769025204,0.656330804,0.199007695,-0.03597943,1.399338883,1.533783507
-0.109389446,-0.197234686,0.381470325,0.250240614,1.319782398,1.453577681,0.677225711,0.769025204,-0.399043162,-0.448334677,-0.03597943,0.134836523,-0.980110838
-1.251132592,-1.11450904,-1.01473365,-0.873865526,0.416037365,-0.680294749,0.325693891,-0.732170961,-1.170277984,-0.772005863,-0.03597943,0.44138255,0.193039856
